0;1
2021-04-29 05:08:47+00:00;@SedGovimde Parliament building seems to be Infosys Mysore Campus. https://t.co/kf8OolE5aV
2021-04-29 05:05:23+00:00;"@SedGovimde I think it's Infosys Mysore campus
Ramika Sen office"
2021-04-29 05:05:06+00:00;A boom in internet use across the globe has accelerated the demand of #5G and its deployment, forcing enterprise innovation in the space. Raja Shah, Infosys, shares his thoughts on how enterprises in Australia and beyond can drive revenue from the #Edge: https://t.co/M7O7oQ7QiC https://t.co/z7yfiZrbEn
2021-04-29 05:04:12+00:00;@Infosys_GSTN @cbic_india @nsitharaman @FinMinIndia GST Registration application filed on 31-03-2021 still under process https://t.co/dY7ozswstH
2021-04-29 05:03:26+00:00;@Infosys_GSTN @CaSondagar @cbic_india Statutory Time Limit is 7 Working Days in case Aadhaar Authentication is done vide CGST Rule 9.
2021-04-29 05:00:51+00:00;HPE and @Infosys have forged a powerful partnership that has streamlined the #HybridCloud journey for many enterprises. Gain insights on how #HPEGreenLake and #Infosys solutions provide world-class services with cloud economics to customers: https://t.co/uaWrn1zDIQ #HPEAlliances https://t.co/qFdHrHKhaZ
2021-04-29 04:54:19+00:00;@cbic_india @Infosys_GSTN @askGST_GoI Dear Sir, a GST Application by name Ranu Majhi vide ARN No. AA210421014912X  is pending since 21.04.2021...... how can anyone start business when getting registration itself is so late.
2021-04-29 04:46:14+00:00;"FIIs finally turn net buyers, as D-Street bet on vax drive

FIIs will get into stocks like #INFOSYS , #ITC , #aurobindoPharma

https://t.co/J5WocPGMwO

#sensex  #nifty #GOLD 
$GME $AMC $DOGE $NOK $BB 
#StockMarket #followthetiger #royalbengal #stocktobuy"
2021-04-29 04:36:03+00:00;"All IT companies with huge amount of space and Realty that are shut anyways due to lockdown &amp; WFH policies should be converted  to COVID care centers in Karnataka @Cognizant @TCS @Infosys . The amount of facilities they have provide is noless than a 5* Hospital. @CMofKarnataka"
2021-04-29 04:36:02+00:00;@Infosys_GSTN GST transaction was done on March 13, 2021, the amount was credited to the respective Government account on March 24, 2021 due to technical issues at RBI, this is reply from @KotakBankLtd @KotakCares For CPIN: 21032400058713. What to Do.....???
2021-04-29 04:32:48+00:00;"@GautamGhosh High time they did. For all the ""Bell-Weather"" status this enjoys, unlike Wipro, Infosys has not given too many leaders in the IT World"
2021-04-29 04:28:15+00:00;@ndtv @Infosys_GSTN  is not the only one who committs mistakes @Facebook.
2021-04-29 04:26:13+00:00;"@CAITIndia
@narendramodi
@cbic_india
@Infosys_GSTN
We request 
1.Extend all the due dates of Income Tax, GST &amp; other tax compliances
1. Waive all gst late fees from Jul-17 to till date or Cap it Rs.500/return
2. Allow revocation of cancelled GSTN 
3. Allow full ITC to gst dealers"
2021-04-29 04:19:31+00:00;#StockMarket I suggested #Infosys at 1275. Now it is at 1363. I am still accumulating some shares. Definitely #Infosys will reach 1500 by June. https://t.co/AqbKab2LiL
2021-04-29 04:19:02+00:00;@mla_sudhakar  it's a great idea and initiative to handover the Covid 19 call center to Infosys, TCS or Wipro as they are professional and are committed to deliver the service. A Big Thank you.
2021-04-29 04:09:59+00:00;"@chawla7687 People don't downgrade the Godrej's, Tata's, TVS or Infosys, who have also made their money, the same way they do the Ambani's or Adani's. Our culture worships wealth, one of the four purushartha's  &amp; promotes wealth creation, but the right way. The issue may not be capitalism."
2021-04-29 04:00:53+00:00;"@psatish_reddy10 @surup_reddy @Sridhar12565830 No state CM (or not even our PM) dare to say that.

Even WHO told after Jagan told that.

Even Infosys Sudha Narayana Murthy madam &amp; RBI Ragurajan Sir told after Jagan said."
2021-04-29 03:52:37+00:00;Infosys to look for internal and external candidates for COO role  https://t.co/aSTNOUQRxZ
2021-04-29 03:45:00+00:00;Infosys and Wipro – cross-town rivals and among the top five Indian IT services providers by revenue - will see their chief operating officers (COOs) retiring later this year https://t.co/3vdV72PRqr @ayanpramanikET
2021-04-29 03:31:52+00:00;"This tax is of the previous year turnover but the same is already paid in Cmp-08 of that year. Then why this is showing as to be paid ?Kindly resolve 
@cbic_india @dineshwadera @SKHalakhandi @Infosys_GSTN @GST_Council"
2021-04-29 03:11:42+00:00;"I may sound absurd but some biggie must acquire Infosys.

It has been one of the worst under payers in IT industry."
2021-04-29 03:02:12+00:00;"Watch New Video: Infosys Off Campus Drive 2021(Diploma) | HIRING Operations Executive https://t.co/yEERtii4r6
#job #internship #code #js #flutter #SoftwareEngineer #softwaredevelopment #Software #CodeNewbie #100DaysOfCode"
2021-04-29 03:00:08+00:00;"Here are the some Indian Stocks which you can trade in US Stock markets.

#usstockmarket #indianstockmarket #infosys #hdfcbank #bankstocks #tatamotorsindia #indiancompanies #marketwatch https://t.co/g9Th5WlO08"
2021-04-29 02:49:39+00:00;"@InfosysCareers 
Since india experiencing covid outbreak many states cancelled ssc,inter exams, because they cancelled exams students only get just PASS on marks sheet.
Infosys as a policy ask for aggregate of 60 % marks.
Could you please consider policy change in this regard."
2021-04-29 02:24:26+00:00;"Infosys Fresher Recruitment

BSC/ BCA students from Batch 2019, 2020, 2021 - https://t.co/ixoc03tU0O

Diploma students from Batch 2019, 2020, 2021 - https://t.co/1irLcq4h98

#jobs #interview #fresher #infosys 
@iamVickyAV"
2021-04-29 02:00:28+00:00;@kapilagrawal_ca @Infosys_GSTN @GSTN_IT They want to know Reason. Reply the reason. Normally Some reasons are available in drop down list. But you selected 'others'. So asking you to specify the reason
2021-04-29 01:56:03+00:00;"@virsanghvi We call ourselves leaders in the exporter of software; a straightforward website can't be executed flawlessly. CTS, TCS, Infosys, Wipro. Are we good at information technology?"
2021-04-29 01:55:59+00:00;Infosys opens COVID Care Centre in Bengaluru for employees, family members | The News Minute https://t.co/9tcsrA3wRW @Infosys @COVIDNewsByMIB
2021-04-29 01:35:39+00:00;Infosys to look for internal and external candidates for COO role - The Economic Times https://t.co/UgF06896NC
2021-04-29 01:09:03+00:00;"Infosys Fresher Recruitment

BSC/ BCA students from Batch 2019, 2020, 2021 - https://t.co/TzaYkLMnD7

Diploma students from Batch 2019, 2020, 2021 - https://t.co/0QdorjF8IG

#jobs #interview #fresher #infosys"
2021-04-29 01:07:50+00:00;"** Infosys Fresher Recruitment (2019/20/21 Batches)**

BE/ https://t.co/sldIazAwoa ME/ https://t.co/N3XFQBSUU4 MCA/ MSc (CS/ Electronics/ Maths/ Physics /Stats / IT/ Information Science) students from Batch 2019, 2020 - https://t.co/jQJPtlXtc2 

#Jobs #Fresher #Infosys"
2021-04-29 01:02:02+00:00;Is vaccination portal is also managed by @Infosys ?
2021-04-29 01:00:01+00:00;"@SACHIN_SATNA @nsitharaman @FinMinIndia @narendramodi @GST_Council @cbic_india @Infosys_GSTN @PiyushGoyalOffc @nsitharamanoffc @PMOIndia 1 #WaiveGstLateFees from Jul 17 to till date or Cap it Rs.500/return
2 Restore all cancelled #GSTN and allow them to come in stream
3 Revise return option for all filed returns
4 Allow full ITC to all registered person

#GSTAmnesty #MsmeGrant 
@narendramodi @GST_Council"
2021-04-29 00:48:01+00:00;@SakhujaMahesh @PMOIndia @nsitharaman @Anurag_Office @Infosys_GSTN Right
2021-04-29 00:36:03+00:00;@Infosys_GSTN I have applied for cancellation of registration but order is pending from 2 years. https://t.co/nGJCzgBfkY
2021-04-29 00:08:05+00:00;"Infosys Daily Chart Trendline support - #INFY chart

https://t.co/LFTZDYdIqh

Stop loss mentioned on chart, target open for now. https://t.co/5LfiLo7T0y"
2021-04-28 23:54:16+00:00;Hope and wish Namma Bengaluru tech firms follow the example #Wipro, #Infosys @Tejasvi_Surya Karnataka Govt should all these tech firms to set up medical facilities and run medical colleges with tax cuts/CSR. Need of the hour and will pay off big time in the long run. https://t.co/UWlwYI63BV
2021-04-28 22:45:07+00:00;Infosys partners with Copenhagen Fintech to tap into the Nordic market https://t.co/WGSXkGXamA
2021-04-28 22:34:54+00:00;"Infosys Launches Blockchain Framework for Financial Services
https://t.co/1jfVVlD3Ka"
2021-04-28 21:50:29+00:00;@Infosys_GSTN @gstindia @nsitharaman Due to COVID situation in India, it is very hard for taxpayers especially small business owners and tax professionals to compile the data for filing the GST return as many of them are currently in hospital. Kindly extend due dates for March 21
2021-04-28 21:30:20+00:00;"@Infosys_nmurthy @Infy_Foundation Sir/Madam, I couldn't find your Email ID, I could only share the first page of my offer letter; also some info is hidden in a few docs due to privacy. I hope you understand. Please share your Email to send you the full-length docs. (Tweet 2/2). https://t.co/JHA7faO7Hk"
2021-04-28 21:29:07+00:00;@Infosys_nmurthy @Infy_Foundation Sir/Madam, I am Simranjeet Singh from Punjab. I received admission for Ph.D. at Oxford, but I can't afford the course fees. Even a small contribution will help me to reach closer to pay the fees. Please find the attached docs. (Tweet 1/2) https://t.co/nBKTl8td3G
2021-04-28 21:06:31+00:00;@PMOIndia @nsitharaman @ianuragthakur @nsitharamanoffc @ianuragthakur @askGST_GoI @GST_Council @gstindia @Infosys_GSTN @GST_Maharashtra I have forwarded email to @cbic_india as guided by gst audit . @mumbaicus1 @mumbaicus3 @mumbaicusexp1 @Director_SEZ @mygovindia @narendramodi https://t.co/3bvdd1uzAf
2021-04-28 20:53:03+00:00;"What an honor it has been to be a platinum sponsor of @AdobeSummit with our parent company, @Infosys. There's still time to stop by our virtual booth! Check out  our exciting giveaways &amp; client stories here ⬇️ #adobesummit https://t.co/MG23KvP6o7 https://t.co/BrkaJDU691"
2021-04-28 20:43:16+00:00;"Apple's 'Revenue beat' this quarter = Infosys' FY 'Total revenue' 😉

Apple's buyback = Infosys'market cap 😮 https://t.co/tYfceMBfbx"
2021-04-28 19:33:01+00:00;"When you have a positive outlook, you snap out of the mental prison you put yourself in and are reminded about the resources Kenzie has provided you to succeed.” - Tim, Kenzie Grad &amp; Associate Software Engineer at @Infosys  

#KenzieMade #learntocode
https://t.co/ErvPLF689a https://t.co/DzoQUJWvwJ"
2021-04-28 19:30:50+00:00;"@abhishekrajaram Madam Can't see the pain of Taxpayers &amp; Professionals? 
She doesn't stay in india, she is from some other planet?
Government can't provide OXYGEN &amp; VENTILATORS, at least She Can provide EXTENSION OF DUE DATES FOR ALL COMPLIANCES
@ZeeBusiness @GST_Council @Infosys_GSTN @cbic_india"
2021-04-28 19:17:26+00:00;Jaipur Infosys Events 2015 https://t.co/IB954spvHY
2021-04-28 19:16:39+00:00;@AnkSisodia @Infosys_GSTN Infosys be like... https://t.co/XFyYdZgqf5
2021-04-28 19:10:04+00:00;Check out @Infosys' implementation case study for Harmonic moving administrative process like #HR, finance, and #supplychain to @Oracle's #cloud apps: https://t.co/BMDfH0sC4E https://t.co/oEVuO3sVc9
2021-04-28 18:57:50+00:00;@fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council Ohh... I told you the last step. 😂😂
2021-04-28 18:57:12+00:00;"3 ways businesses can harness their might for the good of all @Infosys https://t.co/iwuVIw5x9f
rt @wef https://t.co/OiUWrOM00A"
2021-04-28 18:39:38+00:00;@cgstpklzone @gsthelpline @GST_Council @Infosys_GSTN @FinanceMinist12 @nsitharaman @PMOIndia @CgstGurugram @cbic_india Is there someone who can help us??
2021-04-28 18:36:19+00:00;Automate Your AWS DevOps Validation Pipeline with the Infosys Cloud Infrastructure Validation Solution https://t.co/d0LwWSsZfm AWS Partner Network (APN) Blog #AWS
2021-04-28 18:29:27+00:00;"@ca_akant @gsthelpline @Infosys_GSTN @GST_Council Not with cash only paid challans from portal for your liabilities.
You can pay the same till today and explain to concern officer for this situation.
But as far as my knowledge is concern they will not waive."
2021-04-28 18:25:19+00:00;@AnkSisodia @Infosys_GSTN Every glitchfull and bhul bhulayya IT infra is creature of @Infosys worst examples are GSTN and Finacle. Simple things made complicated.
2021-04-28 18:22:16+00:00;"Infosys to look for internal and external candidates for COO role

https://t.co/RW7Kne72Vl

 Download Economic Times App to stay updated with Business News - https://t.co/yLj7vuucAg https://t.co/pQ6O2blDXe"
2021-04-28 18:20:16+00:00;"@InfosysCareers have applied for a job position with Infosys
(Candidate ID:1001705843)
but still it has status pending for verification 
help regarding the same"
2021-04-28 18:10:28+00:00;Infosys to look for internal and external candidates for COO role https://t.co/xztxZyrqZc
2021-04-28 18:08:07+00:00;@ca_ekansh @Infosys_GSTN @gsthelpline @GST_Council He is on our side ...  not in his hand
2021-04-28 18:01:25+00:00;"The Future of Enterprise Architecture: Customer, Cloud, &amp; Ecosystem. Rd. https://t.co/aXNAQhkKis via @ET_CIO by Ramesh Chougule of @Infosys | #Insurance #EnterpriseArchitecture #DigitalTransformation #CloudAdoption #DigitalEcosystem #InsurTech"
2021-04-28 18:01:13+00:00;"#うひーメモ
投稿時間:2021-04-29 03:01:12
Automate Your AWS DevOps Validation Pipeline with the Infosys Cloud Infrastructure Validation Solution
https://t.co/0gEQ9KJtNY
#AWS"
2021-04-28 18:01:07+00:00;"Join @NPC_INDIA_GOV 2 days Online workshop on ""Introduction to Basics of Power BI"" and enhance your business analysis skill 2 hours per day 01 &amp; 02 May 2021 from 11:00 AM to 01:00 PM
To register: https://t.co/kSY9J2H8NN
#npcindia  #PowerBI 
@Microsoft @TCS @Infosys @Wipro https://t.co/KRh8epPiuW"
2021-04-28 17:58:53+00:00;Pls develop a mobile app asap for latest updates on Hospital beds with location @PMOIndia @narendramodi @drharshvardhan @_DigitalIndia @iitdelhi @AamAadmiParty @ArvindKejriwal @BJP4India @RepublicTVs @ndtv @aajtak @moesgoi @RahulGandhi @Infosys @Wipro @RNTata2000 @TCS
2021-04-28 17:58:32+00:00;"@TVMohandasPai @harshmadhusudan Are you trying to say ""the cat's out of the bag""? What do u mean ""the goose is out""? Are u doing that infosys thing where u make cheap spin-offs of good foreign things?"
2021-04-28 17:55:42+00:00;@rahulsoren @Accenture @IBM @hcltech @TCS @Wipro @tech_mahindra @Cognizant @Infosys @PMOIndia Just hoping that all parties work in tandem so that we may save some young souls. Fingers crossed 🤞 . Whatever works in saving lives during these tough times.
2021-04-28 17:54:45+00:00;@rohitjain2021 @nsitharaman @abhishekrajaram @SKHalakhandi @BimalGST @Infosys_GSTN @CAclubindia Get well soon...@cbic_india
2021-04-28 17:52:33+00:00;… migration cycle. Infosys has developed an innovative automation solution that addresses the need for secure configuration reviews, while ensuring agility and reliability through the migration journey. [2/2]
2021-04-28 17:52:15+00:00;"New AWS Partner Network post by Aalok Prakash Pathak, Arvind Sundarraman, Ashutosh Pateriya and Nidhi Chauhan:

Automate Your AWS DevOps Validation Pipeline with the Infosys Cloud Infrastructure Validation Solution
https://t.co/VuXOyxBHBZ"
2021-04-28 17:52:01+00:00;Join President of @Infosys Ravi Kumar S, Adam Bryant, Brad Keywell, and me this Friday to discuss the Return to Work Post Pandemic! @iamravikumars @AdamBBryant @bradkeywell Looking forward to the conversation! #Futureofwork #hybridwork  https://t.co/rl0krGBr3T https://t.co/3gSO0hZL16
2021-04-28 17:50:46+00:00;"@AmitBesra_Real1 @Accenture @IBM @hcltech @TCS @Wipro @tech_mahindra @Cognizant @Infosys @PMOIndia But why @PMOIndia ? Isn't it one of the worst performing ministries in India? Why shouldn't they start their CSR initiatives on their own?
Why???"
2021-04-28 17:50:06+00:00;@rssharma3 Sir we need API Key and secret to work with @Infosys vaccination system. Please help us out @abhimanyuyes
2021-04-28 17:44:47+00:00;IT Giants @Accenture @IBM @hcltech @TCS @Wipro @tech_mahindra @Cognizant @Infosys can you work with @PMOIndia and oxygen Suppliers to provide beds and oxygen for your employees in your campuses.
2021-04-28 17:35:11+00:00;@Infosys_GSTN @GSTN_IT @gstindia Query also raised on self service portal vide requedt id G- 202104284770645. Kindly revert Asap...
2021-04-28 17:35:06+00:00;@republic Government should withdraw tie-up with Infosys for the management of web portals. Every portal developed by Infosys is messed up eg. ICAI, GST, CoWin etc. Earlier when ICAI website was with TCS, we have not had experienced any such problems.
2021-04-28 17:34:41+00:00;IT companies should distribute Immune Up to their employees as a social responsibility @Infosys @Wipro @hcltech
2021-04-28 17:27:50+00:00;@fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council Go and offer some Mithai... And get instant approval.
2021-04-28 17:24:19+00:00;@Infosys @AdobePartner Congrats, Partner! 🥳🏆
2021-04-28 17:09:49+00:00;@ShubhraDalakoti @TCS @Infosys @Wipro @HDFC_Bank @ICICIBank @AxisBank @reliancegroup @amazonIN @Flipkart @AdityaBirlaGrp Thank you... @ShubhraDalakoti
2021-04-28 17:09:31+00:00;"@Swapnasneha @Infosys_GSTN It was a system glitch. I called helpdesk &amp; they admitted. Started working from around 2 pm today (28/04/2021)&gt;
teccnical issue might be because of ""ungli"" that QTRLY period updation in Return filing selection options😆😆"
2021-04-28 17:05:21+00:00;"@TVMohandasPai God knows he you were tolerated at Infosys.
You have one sided views, always leaning towards one political party. You should openly join one"
2021-04-28 16:59:35+00:00;"@Infosys_GSTN @cbic_india
Provide Data of 
GSTR-1,3B,CMP08,GST-4 
Pending for March Month......."
2021-04-28 16:59:15+00:00;@smriti__gupta @cbic_india @GST_Council @Infosys_GSTN @Jatin_Harjai @SKHalakhandi @dineshwadera @InGSTPortal @askGST_GoI Your sales in f.y. year and your cmp 08 all files and your outward supply in table number six increase than table number 5 mean ( cmp08) so negative balance paid
2021-04-28 16:58:09+00:00;@Infosys_GSTN @fcaankitmittal @GST_Council @gsthelpline @cbic_india Officer are also interested to meet .....
2021-04-28 16:57:03+00:00;"In my opinion..: ""XMAS"" - Infosys, Mysore Diaries - #BlogChatterA2Z https://t.co/dbR5Utphq5"
2021-04-28 16:55:25+00:00;"@rannjeeets @Infosys_GSTN Tax Professionals ko kaam kam tha. Isiliye kaam de diya. 
Because of this updation, GSTR 1 filing was not happening from around 6pm yestarday to around 2.30 pm today."
2021-04-28 16:53:37+00:00;Infosys to look for internal and external candidates for COO role https://t.co/1jkTeQq2lM
2021-04-28 16:45:29+00:00;"@iRadhikaGupta A marketing head of TCS or Wipro or Infosys gets a % of his salary as stock don’t they? And they don’t have a role in core IT business.
How different is it in your case?"
2021-04-28 16:41:36+00:00;"Did @Infosys_GSTN created #CowinPortal 

Why?
It crashed like GST portal

#CowinDown #cowincrashed 
#VaccineFor18Plus #VaccineRegistration #VaccinationDrive"
2021-04-28 16:36:31+00:00;@Infosys_GSTN standard reply on due-dates 🥺 https://t.co/QlYNuyyQpx
2021-04-28 16:30:10+00:00;@cbic_india @Infosys_GSTN @DHALLSACHIN @gstindia @nsitharaman We need gst return due date extension
2021-04-28 16:28:49+00:00;Join @imravikumars, Infosys, @bradkeywell, @Uptake, @amywilkinson, @_Ingenuity, and @AdamBBryant, @Merryckmentor on April 30th to discuss the primary pillars that make the #hybridworkplace fair and equitable. Register now: https://t.co/clhUBqWg6M https://t.co/LSrOLZfpXb
2021-04-28 16:28:33+00:00;@Infosys_GSTN I have DM you the request number as you asked. Kindly check.
2021-04-28 16:26:21+00:00;@cbic_india @PMOIndia @nsitharaman @Infosys_GSTN @taxguru_in need gst due date extentions on urgent basiss...all of our staff got covid symptoms....do needful
2021-04-28 16:22:38+00:00;@CARashmiSurat @srk_drockstar @fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council @cbic_india @CgstSurat We are also facing the same issue RFD 05 reissue request not showing in officer's dashboard. Really depressed from this GST helpdesk. I think we should follow a single tagline escalate all these refund related issue to highest authority possible.
2021-04-28 16:20:40+00:00;@Infosys_GSTN @fcaankitmittal @GST_Council @gsthelpline @cbic_india Dear @Infosys_GSTN Don't you know we have local lockdowns, even officers are not coming to office and the Covid situation is very grave. Still you saying this...I wonder ....
2021-04-28 16:17:24+00:00;@fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council Gst means only problem
2021-04-28 16:17:02+00:00;@Manish10281833 @Infosys_GSTN @cbic_india Resolved now
2021-04-28 16:16:55+00:00;@cakunaljainknp @Infosys_GSTN @cbic_india Yes it's resolved now.
2021-04-28 16:14:05+00:00;"@DanishSait @elonmusk Koyee tho sharam karo yaar.
Why India is begging everyone like Pakistan, Somalia, Sudan 🤦🏻‍♂️🤭😥
@PMOIndia 
@HMOIndia 
@RNTata2000 
@gautam_adani 
@Infosys_nmurthy 
@NandanNilekani 
@kiranshaw 
@PMadhwaraj 
@Tejasvi_Surya 
@RishadPremji 
@anandmahindra 
@sambitswaraj 
@amitmalviya"
2021-04-28 16:13:27+00:00;This data has been questioned by many credible entities like GDP. We have been accused of fudging how shameful is that. And sir you continue to peddle. #Infosys would be embarrassed. https://t.co/UyQObdBwJw
2021-04-28 16:13:05+00:00;@TVMohandasPai @gchikermane This data has been questioned by many credible entities like GDP. We have been accused of fudging how shameful is that. And sir you continue to peddle. #Infosys would be embarrassed.
2021-04-28 16:10:46+00:00;"@srk_drockstar @fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council @cbic_india @CgstSurat Already done in May-2020 itself, but the concerned officer is saying that he is not able to Reissue from his Dashboard &amp; he also has raised ticket for this. 😕🙁"
2021-04-28 16:07:22+00:00;"Please bring back the #Gst amnesty scheme it will help the small traders a lot
@nsitharaman @FinMinIndia @nsitharamanoffc  @PMOIndia @ianuragthakur @GST_Council @cbic_india @narendramodi @JagdishDevdaBJP @Infosys_GSTN @BJP4India #GSTAmnesty #GSTAmnestyScheme #GSTAmnestydateextend"
2021-04-28 16:07:10+00:00;"Some #GST Professionals are familiar with !
Now am pretty sure that @Infosys is the one managing cowin too !!! https://t.co/rpGaU0cJIK"
2021-04-28 16:03:03+00:00;@CARashmiSurat @fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council @cbic_india @CgstSurat The jurisdictional officer has to re issue RFD-05. Please contact concerned officer.
2021-04-28 16:01:33+00:00;"What does the Negative liability stand for? And what does this ⚠️ is for in GSTR 4? Kindly explain
#gstr4 
@cbic_india @GST_Council @Infosys_GSTN @Jatin_Harjai @SKHalakhandi @dineshwadera @InGSTPortal @askGST_GoI https://t.co/2jAapgnUE3"
2021-04-28 16:00:24+00:00;"@Infosys_GSTN @cbic_india I have done earlier before 
No tutorial required 
Just issue of GST server

I expected Solution not tutorial 

Now it was solved 
Thanks"
2021-04-28 16:00:18+00:00;.@CoreyGlickman, Infosys, shares how organizations can create a culture of #sustainability using #IoT technology. Read more from @SmartIndustryUS: https://t.co/TNtvdeQHq4 https://t.co/XwMkOlkp7O
2021-04-28 16:00:12+00:00;Do you want to learn how Oracle Revenue Management Cloud Services help organizations automate the identification and creation of customer contracts and performance obligations? Join Infosys and Oracle for a webinar on April 29, 2021. https://t.co/uJEqmkwCyW #ERP #InfosysCobalt https://t.co/LFU5hk9Mq6
2021-04-28 16:00:08+00:00;"Thank you to our 2021 Friend Sponsors @WillkieFarr, @infosys, @BlueYonder, @Genpact, @verizon, @7thonlineInc, @HKAGlobal @SiriusNews @MuleSoft, Michael Zbranak, SVP &amp; CIO of @Fiserv, &amp; Tillerman! Celebrate &amp; support the #PaceSeidenbergInnovationAwards https://t.co/P7vf9jiFyS https://t.co/LMOsx5IwEG"
2021-04-28 15:47:42+00:00;"Closing Report on 28th April 2021 !
. 
#AxisBank #icicibank #hdfcbank #ITC #Infosys #HDFC #TCS #ONGC #BPCL
#TataMotors #Adaniports #coalindia #stockmarkets #entrepreneur
#stockmarketing #indianstockmarket #startups #stockmarket #startupindia #business #economy #finance https://t.co/yBHprv2Ha1"
2021-04-28 15:47:01+00:00;"Closing Report on 28th April 2021 !
. 
#AxisBank #icicibank #hdfcbank #ITC #Infosys #HDFC #TCS #ONGC #BPCL
#TataMotors #Adaniports #coalindia #stockmarkets #entrepreneur
#stockmarketing #indianstockmarket #startups #stockmarket #startupindia #business #economy #finance https://t.co/0fEatbyjaZ"
2021-04-28 15:46:22+00:00;"@CaSondagar @Infosys_GSTN @cbic_india Yes. You can opt.

This is my understanding.  Correct me if I am wrong. 👍🏻"
2021-04-28 15:45:31+00:00;"Closing Report on 28th April 2021 !
. 
#AxisBank #icicibank #hdfcbank #ITC #Infosys #HDFC #TCS #ONGC #BPCL
#TataMotors #Adaniports #coalindia #stockmarkets #entrepreneur
#stockmarketing #indianstockmarket #startups #stockmarket #startupindia #business #economy #finance https://t.co/hOuQjBV6dV"
2021-04-28 15:44:44+00:00;@GSTsite @Infosys_GSTN @cbic_india @FinMinIndia We are also facing the same problem
2021-04-28 15:34:38+00:00;@fcaankitmittal @Infosys_GSTN @gsthelpline @GST_Council In our one of the cases, the refund is sanctioned in May-2020, yet not credited in account. Reason being 'Pending Reissue Payment Order'. So many grievances filed at GST Portal as well as PGPortal. Still no result. @Infosys_GSTN @cbic_india @CgstSurat
2021-04-28 15:28:49+00:00;"@Infosys_GSTN @GSTN_IT @gstindia Attaching Screenshot of QRMP Selection page of Fy 2021-22 highlighting the base t/o year portal is selecting is 2019-20 where t/o &gt;5 cr, whereas it should take base year as previous fy 2020-21 for which t/o is &lt; 5 cr. Only 2 days left for selecting QRMP. https://t.co/1psjJUOMmr"
2021-04-28 15:28:29+00:00;@abhishekrajaram May be Technical know-how for #cowin portal has been provided by infosys 😂
2021-04-28 15:27:07+00:00;@ser_nived @drthomasisaac Infosys started operations in 2004, again not a pinu development https://t.co/mHl5LWp5ZC
2021-04-28 15:24:43+00:00;"IT Project Management Job For 0-50 Year Exp In Infosys BPM Limited Pune, India – 3026165  

                Job Description :ResponsibilitiesA day in the life of an Infoscion Click to know more. https://t.co/ewYRoL0PFh"
2021-04-28 15:22:47+00:00;For GSTR4 filing, is April 30th holds good evenafter lockdown in Karnataka till May10th. When professionals offices r not allowed to open how to file returns within April 30th? Answer plz @GST_Council @Infosys_GSTN @cbic_india @nsitharamanoffc @Anurag_Office @PMOIndia @BSBommai
2021-04-28 15:19:54+00:00;"Kindly extend all Gst due dates.

Madam @nsitharaman please wake up
Taxpayers of India in trouble.
#lockdown 
#SecondCOVIDWave 
Hon'ble
@FinMinIndia 
@narendramodi 
@GST_Council 
@cbic_india 
@Infosys_GSTN 
@PiyushGoyalOffc 
@nsitharamanoffc 
@PMOIndia

#Extend_Due_Dates"
2021-04-28 15:17:51+00:00;"@Infosys_GSTN Dear @Infosys_GSTN 
I am out of words to give a comment/ out of documents to upload,even after everything asked by helpdesk was submitted from our end.
Note:-which were verified by helpline in  Recorded call. 
Helpdesk team asked me same details for 8th time in a span of 13 days."
2021-04-28 15:05:29+00:00;"@cbic_india @Infosys_GSTN @GST_Council facility of filing of GSTR 1 &amp; GSTR 3B through EVC for companies enabled. What abt LLPs and GSTR 6, GSTR 7, ITC 04, DRC 03. Why govt. is using selective approach and issuing notifications mechanically."
2021-04-28 15:05:14+00:00;@NandanNilekani Sir,why doesn't Infosys consider making available a citizens portal for Covid indicating treatment protocols,bed availability,helplines,et al.
2021-04-28 15:02:09+00:00;@Infosys_GSTN @CaSondagar @cbic_india Please also share the statutory time limit.
2021-04-28 15:00:13+00:00;Infosys is a Select Sponsor at ServiceNow’s Knowledge 2021 Digital Experience! Join us at #Know21 to learn how Infosys and @ServiceNow are delivering modern workflows that make enterprises smarter.  https://t.co/6jqZ8OoATM #NavigateYourNext https://t.co/Tzp26b7gEA
2021-04-28 14:58:10+00:00;@Swapnasneha @Infosys_GSTN Me too
2021-04-28 14:55:29+00:00;@devilledgemini We experience Infosys's expertise in some government portals like the Registrar of Companies. It's light years behind Cowin. God save us from more Infosys run government portals.
2021-04-28 14:52:14+00:00;@haldiaarpit @FinMinIndia I support @haldiaarpit request to @cbic_india , @Infosys_GSTN @nsitharamanoffc , @PMOIndia , @rashtrapatibhvn in current situation, we are unable to comply every compliance in time. Bagging relaxation in filing, GST, IT, other returns.
2021-04-28 14:48:37+00:00;We met the concerning of Range 1 regarding ID Password, and could gathered that we already reset the said ID Password. But up till now we haven't the received through my mail. so sir look into the matter and allow us the reset of my ID pw.@cbic_india @Infosys_GSTN @FinMinIndia https://t.co/qytyMixSdh
